year_run,index,batch,Desorb.Start.Time,FileName,verdict,samplename,format,file1,file2,file3,file4,file5,file6,file7,site,type,vial,sample,time,date_text,date,rundate,gc_n,split_notes
2017,436,,2017-08-27T17:29:34Z,I6NAug1_08272017.qgd,,I6NAug1_08272017,SPTMonD,I6NAug1,8272017,,,,,,Ihyb,floral,,6,N,Aug1,2017-08-01,2017-08-27,,
2017,437,,2017-08-27T18:02:32Z,I9NAug1_08272017.qgd,,I9NAug1_08272017,SPTMonD,I9NAug1,8272017,,,,,,Ihyb,floral,,9,N,Aug1,2017-08-01,2017-08-27,,
2017,438,,2017-08-27T18:34:39Z,I17NAug1_08272017.qgd,,I17NAug1_08272017,SPTMonD,I17NAug1,8272017,,,,,,Ihyb,floral,,17,N,Aug1,2017-08-01,2017-08-27,,
2017,439,,2017-08-27T19:06:45Z,AirJul24_08272017.qgd,,AirJul24_08272017,other,AirJul24,8272017,,,,,,Ihyb,ambient,,Air,D,Jul24,2017-07-24,2017-08-27,,"add D, Ihyb"
2017,440,,2017-08-27T19:39:03Z,I2DJul24_08272017.qgd,,I2DJul24_08272017,SPTMonD,I2DJul24,8272017,,,,,,Ihyb,floral,,2,D,Jul24,2017-07-24,2017-08-27,,
2017,441,,2017-08-27T20:11:32Z,I4DJul24_08272017.qgd,,I4DJul24_08272017,SPTMonD,I4DJul24,8272017,,,,,,Ihyb,floral,,4,D,Jul24,2017-07-24,2017-08-27,,
2017,442,,2017-08-27T20:45:04Z,I5DJul24_08272017.qgd,,I5DJul24_08272017,SPTMonD,I5DJul24,8272017,,,,,,Ihyb,floral,,5,D,Jul24,2017-07-24,2017-08-27,,
2017,443,,2017-08-27T21:17:02Z,I6DJul24_08272017.qgd,,I6DJul24_08272017,SPTMonD,I6DJul24,8272017,,,,,,Ihyb,floral,,6,D,Jul24,2017-07-24,2017-08-27,,
2017,444,,2017-08-27T21:50:21Z,I9DJul24_08272017.qgd,,I9DJul24_08272017,SPTMonD,I9DJul24,8272017,,,,,,Ihyb,floral,,9,D,Jul24,2017-07-24,2017-08-27,,
2017,446,,2017-08-28T15:04:50Z,I13DJul24_08282017.qgd,,I13DJul24_08282017,SPTMonD,I13DJul24,8282017,,,,,,Ihyb,floral,,13,D,Jul24,2017-07-24,2017-08-28,,
2017,447,,2017-08-28T15:35:45Z,I14DJul24_08282017.qgd,,I14DJul24_08282017,SPTMonD,I14DJul24,8282017,,,,,,Ihyb,floral,,14,D,Jul24,2017-07-24,2017-08-28,,
2017,448,,2017-08-28T16:07:07Z,I18DJul2408282017.qgd,,I18DJul2408282017,other,I18DJul2408282017,8282017,,,,,,Ihyb,floral,,18,D,Jul24,2017-07-24,2017-08-28,,
2017,449,,2017-08-28T16:39:37Z,I19DJul24_08282017.qgd,,I19DJul24_08282017,SPTMonD,I19DJul24,8282017,,,,,,Ihyb,floral,,19,D,Jul24,2017-07-24,2017-08-28,,
2017,450,,2017-08-28T17:12:18Z,I21DJul24_08282017.qgd,,I21DJul24_08282017,SPTMonD,I21DJul24,8282017,,,,,,Ihyb,floral,,21,D,Jul24,2017-07-24,2017-08-28,,
2017,451,,2017-08-28T17:45:07Z,I25DJul24_08282017.qgd,,I25DJul24_08282017,SPTMonD,I25DJul24,8282017,,,,,,Ihyb,floral,,25,D,Jul24,2017-07-24,2017-08-28,,
2017,452,,2017-08-28T18:17:53Z,I26DJul24_08282017.qgd,,I26DJul24_08282017,SPTMonD,I26DJul24,8282017,,,,,,Ihyb,floral,,26,D,Jul24,2017-07-24,2017-08-28,,
2017,453,,2017-08-28T18:50:09Z,I28DJul24_08282017.qgd,,I28DJul24_08282017,SPTMonD,I28DJul24,8282017,,,,,,Ihyb,floral,,28,D,Jul24,2017-07-24,2017-08-28,,
2017,454,,2017-08-28T19:23:29Z,I30DJul24_08282017.qgd,,I30DJul24_08282017,SPTMonD,I30DJul24,8282017,,,,,,Ihyb,floral,,30,D,Jul24,2017-07-24,2017-08-28,,
2017,455,,2017-08-28T19:55:07Z,I31DJul24_08282017.qgd,,I31DJul24_08282017,SPTMonD,I31DJul24,8282017,,,,,,Ihyb,floral,,31,D,Jul24,2017-07-24,2017-08-28,,
2017,456,,2017-08-28T20:28:02Z,AirDJul24_08282017.qgd,,AirDJul24_08282017,other,AirDJul24,8282017,,,,,,Ihyb,ambient,,Air,D,Jul24,2017-07-24,2017-08-28,,add Ihyb
2017,458,,2017-08-30T23:31:09Z,I16DJul24_08302017.qgd,,I16DJul24_08302017,SPTMonD,I16DJul24,8302017,,,,,,Ihyb,floral,,16,D,Jul24,2017-07-24,2017-08-30,,
2017,459,,2017-08-31T00:03:42Z,I1DJul21_08302017.qgd,,I1DJul21_08302017,SPTMonD,I1DJul21,8302017,,,,,,Ihyb,floral,,1,D,Jul21,2017-07-21,2017-08-30,,
2017,460,,2017-08-31T00:37:04Z,I20DJul24_08302017.qgd,,I20DJul24_08302017,SPTMonD,I20DJul24,8302017,,,,,,Ihyb,floral,,20,D,Jul24,2017-07-24,2017-08-30,,duplicated
2017,461,,2017-08-31T00:54:31Z,I20DJul24_08302017.qgd,,I20DJul24_08302017,SPTMonD,I20DJul24,8302017,,,,,,Ihyb,floral,,20,D,Jul24,2017-07-24,2017-08-30,,duplicated
2017,462,,2017-08-31T01:43:36Z,I24DJul24_08302017.qgd,,I24DJul24_08302017,SPTMonD,I24DJul24,8302017,,,,,,Ihyb,floral,,24,D,Jul24,2017-07-24,2017-08-30,,
2017,463,,2017-08-31T02:33:26Z,I16NAug1_08302017.qgd,,I16NAug1_08302017,SPTMonD,I16NAug1,8302017,,,,,,Ihyb,floral,,16,N,Aug1,2017-08-01,2017-08-30,,
2017,464,,2017-08-31T03:03:50Z,I19NAug1_08302017.qgd,,I19NAug1_08302017,SPTMonD,I19NAug1,8302017,,,,,,Ihyb,floral,,19,N,Aug1,2017-08-01,2017-08-30,,
2017,465,,2017-08-31T03:36:08Z,I23NAug1_08302017.qgd,,I23NAug1_08302017,SPTMonD,I23NAug1,8302017,,,,,,Ihyb,floral,,23,N,Aug1,2017-08-01,2017-08-30,,
2017,466,,2017-08-31T04:08:51Z,I24NAug1_08302017.qgd,,I24NAug1_08302017,SPTMonD,I24NAug1,8302017,,,,,,Ihyb,floral,,24,N,Aug1,2017-08-01,2017-08-30,,
2017,467,,2017-08-31T04:41:04Z,I25NAug1_08302017.qgd,,I25NAug1_08302017,SPTMonD,I25NAug1,8302017,,,,,,Ihyb,floral,,25,N,Aug1,2017-08-01,2017-08-30,,
2017,468,,2017-08-31T05:13:20Z,I26NAug1_08302017.qgd,,I26NAug1_08302017,SPTMonD,I26NAug1,8302017,,,,,,Ihyb,floral,,26,N,Aug1,2017-08-01,2017-08-30,,
2017,469,,2017-08-31T05:45:12Z,I27NAug1_08302017.qgd,,I27NAug1_08302017,SPTMonD,I27NAug1,8302017,,,,,,Ihyb,floral,,27,N,Aug1,2017-08-01,2017-08-30,,
2017,470,,2017-08-31T06:17:05Z,I29NAug1_08302017.qgd,,I29NAug1_08302017,SPTMonD,I29NAug1,8302017,,,,,,Ihyb,floral,,29,N,Aug1,2017-08-01,2017-08-30,,
2017,471,,2017-08-31T06:49:48Z,VegI1DJul21_08302017.qgd,,VegI1DJul21_08302017,other,VegI1DJul21,8302017,,,,,,Ihyb,leaf,,1,D,Jul21,2017-07-21,2017-08-30,,
2017,472,,2017-08-31T07:20:34Z,VegI30DJul24_08302017.qgd,,VegI30DJul24_08302017,other,VegI30DJul24,8302017,,,,,,Ihyb,leaf,,30,D,Jul24,2017-07-24,2017-08-30,,
2017,473,,2017-08-31T07:52:15Z,I2DJul21_08302017.qgd,,I2DJul21_08302017,SPTMonD,I2DJul21,8302017,,,,,,Ihyb,floral,,2,D,Jul21,2017-07-21,2017-08-30,,
2017,474,,2017-08-31T08:23:50Z,I15DJul27_08302017.qgd,,I15DJul27_08302017,SPTMonD,I15DJul27,8302017,,,,,,Ihyb,floral,,15,D,Jul27,2017-07-27,2017-08-30,,
2017,475,,2017-08-31T08:55:18Z,I16DJul27_08302017.qgd,,I16DJul27_08302017,SPTMonD,I16DJul27,8302017,,,,,,Ihyb,floral,,16,D,Jul27,2017-07-27,2017-08-30,,
2017,476,,2017-08-31T09:26:42Z,I22DJul24_08302017.qgd,,I22DJul24_08302017,SPTMonD,I22DJul24,8302017,,,,,,Ihyb,floral,,22,D,Jul24,2017-07-24,2017-08-30,,
2017,477,,2017-08-31T09:58:10Z,I27DJul24_08302017.qgd,,I27DJul24_08302017,SPTMonD,I27DJul24,8302017,,,,,,Ihyb,floral,,27,D,Jul24,2017-07-24,2017-08-30,,
2017,479,,2017-08-31T15:53:30Z,AirDJul27_08312017.qgd,,AirDJul27_08312017,other,AirDJul27,8312017,,,,,,Ihyb,ambient,,Air,D,Jul27,2017-07-27,2017-08-31,,add Ihyb
2017,480,,2017-08-31T16:24:42Z,VegI8DJul27_08312017.qgd,,VegI8DJul27_08312017,other,VegI8DJul27,8312017,,,,,,Ihyb,leaf,,8,D,Jul27,2017-07-27,2017-08-31,,
2017,481,,2017-08-31T16:56:10Z,I8DJul27_08312017.qgd,,I8DJul27_08312017,SPTMonD,I8DJul27,8312017,,,,,,Ihyb,floral,,8,D,Jul27,2017-07-27,2017-08-31,,
2017,482,,2017-08-31T17:27:41Z,I33DJul27_08312017.qgd,,I33DJul27_08312017,SPTMonD,I33DJul27,8312017,,,,,,Ihyb,floral,,33,D,Jul27,2017-07-27,2017-08-31,,
2017,483,,2017-08-31T17:59:34Z,AirNAug1_08312017.qgd,,AirNAug1_08312017,other,AirNAug1,8312017,,,,,,Ihyb,ambient,,Air,N,Aug1,2017-08-01,2017-08-31,,add Ihyb
2017,484,,2017-08-31T18:31:43Z,I8NAug1_08312017.qgd,,I8NAug1_08312017,SPTMonD,I8NAug1,8312017,,,,,,Ihyb,floral,,8,N,Aug1,2017-08-01,2017-08-31,,
2017,485,,2017-08-31T19:04:08Z,I13NAug1_08312017.qgd,,I13NAug1_08312017,SPTMonD,I13NAug1,8312017,,,,,,Ihyb,floral,,13,N,Aug1,2017-08-01,2017-08-31,,
2017,486,,2017-08-31T19:36:59Z,I14NAug1_08312017.qgd,,I14NAug1_08312017,SPTMonD,I14NAug1,8312017,,,,,,Ihyb,floral,,14,N,Aug1,2017-08-01,2017-08-31,,
2017,487,,2017-08-31T20:09:56Z,I20NAug1_08312017.qgd,,I20NAug1_08312017,SPTMonD,I20NAug1,8312017,,,,,,Ihyb,floral,,20,N,Aug1,2017-08-01,2017-08-31,,
2017,488,,2017-08-31T20:41:33Z,I28NAug1_08312017.qgd,,I28NAug1_08312017,SPTMonD,I28NAug1,8312017,,,,,,Ihyb,floral,,28,N,Aug1,2017-08-01,2017-08-31,,
2017,489,,2017-08-31T21:14:25Z,I30NAug108312017.qgd,,I30NAug108312017,other,I30NAug108312017,8312017,,,,,,Ihyb,floral,,30,N,Aug10,2017-08-10,2017-08-31,,
2017,490,,2017-08-31T21:47:39Z,I33NAug1_08312017.qgd,,I33NAug1_08312017,SPTMonD,I33NAug1,8312017,,,,,,Ihyb,floral,,33,N,Aug1,2017-08-01,2017-08-31,,
2017,493,,2017-09-01T16:41:11Z,VegINAug1_09012017.qgd,,VegINAug1_09012017,other,VegINAug1,9012017,,,,,,Ihyb,leaf,,,N,Aug1,2017-08-01,2017-09-01,,
2017,494,,2017-09-01T17:16:35Z,L37DJul21_09012017.qgd,,L37DJul21_09012017,SPTMonD,L37DJul21,9012017,,,,,,Lagg,floral,,37,D,Jul21,2017-07-21,2017-09-01,,
2017,495,,2017-09-01T17:48:16Z,L28DJul21_09012017.qgd,,L28DJul21_09012017,SPTMonD,L28DJul21,9012017,,,,,,Lagg,floral,,28,D,Jul21,2017-07-21,2017-09-01,,
2017,496,,2017-09-01T18:20:03Z,L39DJul21_09012017.qgd,,L39DJul21_09012017,SPTMonD,L39DJul21,9012017,,,,,,Lagg,floral,,39,D,Jul21,2017-07-21,2017-09-01,,
2017,497,,2017-09-01T18:51:54Z,L43DJul21_09012017.qgd,,L43DJul21_09012017,SPTMonD,L43DJul21,9012017,,,,,,Lagg,floral,,43,D,Jul21,2017-07-21,2017-09-01,,
2017,498,,2017-09-01T19:23:59Z,L35DJul21_09012017.qgd,,L35DJul21_09012017,SPTMonD,L35DJul21,9012017,,,,,,Lagg,floral,,35,D,Jul21,2017-07-21,2017-09-01,,
2017,499,,2017-09-01T19:56:00Z,L36DJul21_09012017.qgd,,L36DJul21_09012017,SPTMonD,L36DJul21,9012017,,,,,,Lagg,floral,,36,D,Jul21,2017-07-21,2017-09-01,,
2017,500,,2017-09-01T20:28:29Z,L23NAug10_09012017.qgd,,L23NAug10_09012017,SPTMonD,L23NAug10,9012017,,,,,,Lagg,floral,,23,N,Aug10,2017-08-10,2017-09-01,,
2017,501,,2017-09-01T21:01:52Z,L25NAug10_09012017.qgd,,L25NAug10_09012017,SPTMonD,L25NAug10,9012017,,,,,,Lagg,floral,,25,N,Aug10,2017-08-10,2017-09-01,,
2017,502,,2017-09-01T21:33:34Z,L38NAug10_09012017.qgd,,L38NAug10_09012017,SPTMonD,L38NAug10,9012017,,,,,,Lagg,floral,,38,N,Aug10,2017-08-10,2017-09-01,,
2017,503,,2017-09-01T22:06:32Z,L41NAug10_09012017.qgd,,L41NAug10_09012017,SPTMonD,L41NAug10,9012017,,,,,,Lagg,floral,,41,N,Aug10,2017-08-10,2017-09-01,,
2017,504,,2017-09-01T22:39:35Z,L48NAug10_09012017.qgd,,L48NAug10_09012017,SPTMonD,L48NAug10,9012017,,,,,,Lagg,floral,,48,N,Aug10,2017-08-10,2017-09-01,,
2017,505,,2017-09-01T23:11:40Z,L50NAug10_09012017.qgd,,L50NAug10_09012017,SPTMonD,L50NAug10,9012017,,,,,,Lagg,floral,,50,N,Aug10,2017-08-10,2017-09-01,,
2017,509,,2017-09-02T01:59:24Z,L44DJul21_09012017.qgd,,L44DJul21_09012017,SPTMonD,L44DJul21,9012017,,,,,,Lagg,floral,,44,D,Jul21,2017-07-21,2017-09-01,,
2017,510,,2017-09-02T02:36:40Z,L42DJul21_09012017.qgd,,L42DJul21_09012017,SPTMonD,L42DJul21,9012017,,,,,,Lagg,floral,,42,D,Jul21,2017-07-21,2017-09-01,,
2017,511,,2017-09-02T03:08:58Z,L34DJul21_09012017.qgd,,L34DJul21_09012017,SPTMonD,L34DJul21,9012017,,,,,,Lagg,floral,,34,D,Jul21,2017-07-21,2017-09-01,,
2017,512,,2017-09-02T03:40:59Z,L40DJul21_09012017.qgd,,L40DJul21_09012017,SPTMonD,L40DJul21,9012017,,,,,,Lagg,floral,,40,D,Jul21,2017-07-21,2017-09-01,,
2017,513,,2017-09-02T04:12:46Z,L41DJul21_09012017.qgd,,L41DJul21_09012017,SPTMonD,L41DJul21,9012017,,,,,,Lagg,floral,,41,D,Jul21,2017-07-21,2017-09-01,,
2017,514,,2017-09-02T04:45:23Z,L6DJul21_09012017.qgd,,L6DJul21_09012017,SPTMonD,L6DJul21,9012017,,,,,,Lagg,floral,,6,D,Jul21,2017-07-21,2017-09-01,,
2017,515,,2017-09-02T05:16:10Z,L16NAug10_09012017.qgd,,L16NAug10_09012017,SPTMonD,L16NAug10,9012017,,,,,,Lagg,floral,,16,N,Aug10,2017-08-10,2017-09-01,,
2017,516,,2017-09-02T05:47:50Z,L14NAug10_09012017.qgd,,L14NAug10_09012017,SPTMonD,L14NAug10,9012017,,,,,,Lagg,floral,,14,N,Aug10,2017-08-10,2017-09-01,,
2017,517,,2017-09-02T06:19:25Z,L18NAug10_09012017.qgd,,L18NAug10_09012017,SPTMonD,L18NAug10,9012017,,,,,,Lagg,floral,,18,N,Aug10,2017-08-10,2017-09-01,,
2017,518,,2017-09-02T06:51:00Z,L15NAug10_09012017.qgd,,L15NAug10_09012017,SPTMonD,L15NAug10,9012017,,,,,,Lagg,floral,,15,N,Aug10,2017-08-10,2017-09-01,,
2017,519,,2017-09-02T07:22:42Z,L19NAug10_09012017.qgd,,L19NAug10_09012017,SPTMonD,L19NAug10,9012017,,,,,,Lagg,floral,,19,N,Aug10,2017-08-10,2017-09-01,,
2017,520,,2017-09-02T07:54:30Z,L49NAug10_09012017.qgd,,L49NAug10_09012017,SPTMonD,L49NAug10,9012017,,,,,,Lagg,floral,,49,N,Aug10,2017-08-10,2017-09-01,,
2017,522,,2017-09-02T14:59:19Z,L47DJul20_09022017.qgd,,L47DJul20_09022017,SPTMonD,L47DJul20,9022017,,,,,,Lagg,floral,,47,D,Jul20,2017-07-20,2017-09-02,,
2017,523,,2017-09-02T15:30:56Z,L25DJul20_09022017.qgd,,L25DJul20_09022017,SPTMonD,L25DJul20,9022017,,,,,,Lagg,floral,,25,D,Jul20,2017-07-20,2017-09-02,,
2017,524,,2017-09-02T16:02:48Z,L32DJul20_09022017.qgd,,L32DJul20_09022017,SPTMonD,L32DJul20,9022017,,,,,,Lagg,floral,,32,D,Jul20,2017-07-20,2017-09-02,,
2017,525,,2017-09-02T16:34:31Z,L24DJul20_09022017.qgd,,L24DJul20_09022017,SPTMonD,L24DJul20,9022017,,,,,,Lagg,floral,,24,D,Jul20,2017-07-20,2017-09-02,,
2017,526,,2017-09-02T17:06:26Z,L30DJul20_09022017.qgd,,L30DJul20_09022017,SPTMonD,L30DJul20,9022017,,,,,,Lagg,floral,,30,D,Jul20,2017-07-20,2017-09-02,,
2017,527,,2017-09-02T17:38:31Z,L38DJul20_09022017.qgd,,L38DJul20_09022017,SPTMonD,L38DJul20,9022017,,,,,,Lagg,floral,,38,D,Jul20,2017-07-20,2017-09-02,,
2017,528,,2017-09-02T18:10:52Z,L45NAug10_09022017.qgd,,L45NAug10_09022017,SPTMonD,L45NAug10,9022017,,,,,,Lagg,floral,,45,N,Aug10,2017-08-10,2017-09-02,,
2017,529,,2017-09-02T18:43:34Z,L42NAug10_09022017.qgd,,L42NAug10_09022017,SPTMonD,L42NAug10,9022017,,,,,,Lagg,floral,,42,N,Aug10,2017-08-10,2017-09-02,,
2017,530,,2017-09-02T19:16:17Z,L24NAug10_09022017.qgd,,L24NAug10_09022017,SPTMonD,L24NAug10,9022017,,,,,,Lagg,floral,,24,N,Aug10,2017-08-10,2017-09-02,,
2017,531,,,,skip-notrun,L12NAug10_09022017,SPTMonD,L12NAug10,9022017,,,,,,Lagg,floral,,12,N,Aug10,2017-08-10,2017-09-02,,
2017,532,,2017-09-02T19:47:39Z,L12NAug10really L44N_09022017.qgd,skip-renamed,L12NAug10really L44N_09022017,renamed,L12NAug10really,9022017,,,,,,Lagg,floral,,44,N,Aug10,2017-08-10,2017-09-02,,
2017,533,,2017-09-02T20:19:57Z,L44NAug10reallyL13N_09022017.qgd,skip-renamed,L44NAug10reallyL13N_09022017,renamed,L44NAug10reallyL13N,9022017,,,,,,Lagg,floral,,13,N,Aug10,2017-08-10,2017-09-02,,
2017,534,,2017-09-02T23:44:42Z,L43NAug10_09022017.qgd,,L43NAug10_09022017,SPTMonD,L43NAug10,9022017,,,,,,Lagg,floral,,43,N,Aug10,2017-08-10,2017-09-02,,
2017,535,,2017-09-03T00:15:10Z,L46NAug10_09022017.qgd,,L46NAug10_09022017,SPTMonD,L46NAug10,9022017,,,,,,Lagg,floral,,46,N,Aug10,2017-08-10,2017-09-02,,
2017,536,,2017-09-03T00:49:00Z,L21NAug10_09022017.qgd,,L21NAug10_09022017,SPTMonD,L21NAug10,9022017,,,,,,Lagg,floral,,21,N,Aug10,2017-08-10,2017-09-02,,
2017,537,,2017-09-03T01:22:59Z,L47NAug10_09022017.qgd,,L47NAug10_09022017,SPTMonD,L47NAug10,9022017,,,,,,Lagg,floral,,47,N,Aug10,2017-08-10,2017-09-02,,
2017,538,,2017-09-03T01:56:41Z,L31DJul20_09022017.qgd,,L31DJul20_09022017,SPTMonD,L31DJul20,9022017,,,,,,Lagg,floral,,31,D,Jul20,2017-07-20,2017-09-02,,
2017,539,,2017-09-03T02:30:04Z,L45DJul20_09022017.qgd,,L45DJul20_09022017,SPTMonD,L45DJul20,9022017,,,,,,Lagg,floral,,45,D,Jul20,2017-07-20,2017-09-02,,
2017,540,,2017-09-03T03:02:52Z,L26DJul20_09022017.qgd,,L26DJul20_09022017,SPTMonD,L26DJul20,9022017,,,,,,Lagg,floral,,26,D,Jul20,2017-07-20,2017-09-02,,
2017,541,,2017-09-03T03:34:59Z,L50DJul20_09022017.qgd,,L50DJul20_09022017,SPTMonD,L50DJul20,9022017,,,,,,Lagg,floral,,50,D,Jul20,2017-07-20,2017-09-02,,
2017,542,,2017-09-03T04:08:23Z,L49DJul20_09022017.qgd,,L49DJul20_09022017,SPTMonD,L49DJul20,9022017,,,,,,Lagg,floral,,49,D,Jul20,2017-07-20,2017-09-02,,
2017,543,,2017-09-03T04:39:46Z,L12NAug10redo_09022017.qgd,,L12NAug10redo_09022017,other,L12NAug10redo,9022017,,,,,,Lagg,floral,,12,N,Aug10,2017-08-10,2017-09-02,,
2017,544,,2017-09-03T05:11:58Z,AirNLAug10_09022017.qgd,,AirNLAug10_09022017,other,AirNLAug10,9022017,,,,,,Lagg,ambient,,Air,N,Aug10,2017-08-10,2017-09-02,,
2017,545,,2017-09-03T05:43:58Z,VegNLAug10_09022017.qgd,,VegNLAug10_09022017,other,VegNLAug10,9022017,,,,,,Lagg,leaf,,,N,Aug10,2017-08-10,2017-09-02,,
2017,548,,2017-09-03T15:10:59Z,AirDLJul20_09032017.qgd,,AirDLJul20_09032017,other,AirDLJul20,9032017,,,,,,Lagg,ambient,,Air,D,Jul20,2017-07-20,2017-09-03,,
