year_run	index.x	batch	Desorb.Start.Time	sample	verdict	samplename	format	file1	file2	file3	file4	file5	file6	file7	site	type	vial.x	time	date_text	date	rundate	gc_n	split_notes	year	files	metafile	filename	plant	bag	pump	end	equil	pumping	flowers	buds	pump_id	notes	index.y	observer	tag	VWC	per	biomass_g	row	vial.y	replicate	treatment	taxon	taxontime	field	match
2023	1714	Ihyb_SCH_230822b.txt	2023-08-23T05:31:42Z	Ihyb_406_230728_8222023_05.qgd	NA	Ihyb_406_230728_8222023_05	underscores	Ihyb	406	230728	8222023	5	NA	NA	Ihyb	floral	406	N	2023-07-27	2023-07-27	2023-08-22	5	NA	2023	1	7	NA	708	20:04:00	20:34:00	20:49:00	00:30:00	00:15:00	1	3	DRC10	no flowers: 1517, 1503, 1513, 1540, 1523	NA	AA	NA	3.7	NA	NA	NA	406	NA	NA	hyb	hybN	1	TRUE
2023	1731	Ihyb_SCH_230822b.txt	2023-08-23T13:53:57Z	Ihyb_407_230728_8222023_21.qgd	skip-rename	Ihyb_409_230728_8222023_22	underscores	Ihyb	409	230728	8222023	22	NA	NA	Ihyb	floral	409	N	2023-07-27	2023-07-27	2023-08-22	22	NA	2023	1	7	NA	1514	20:07:00	20:38:00	20:53:00	00:31:00	00:15:00	1	1	JMP3	NA	NA	DH	NA	1.7	NA	NA	NA	409	NA	NA	hyb	hybN	1	TRUE
2023	1732	Ihyb_SCH_230822b.txt	2023-08-23T14:25:10Z	Ihyb_409_230728_8222023_22.qgd	skip-rename	Ihyb_402_230728_8222023_23	underscores	Ihyb	402	230728	8222023	23	NA	NA	Ihyb	floral	402	N	2023-07-27	2023-07-27	2023-08-22	23	NA	2023	1	7	NA	1512	20:15:00	20:47:00	21:02:00	00:32:00	00:15:00	1	0	DRC9	NA	NA	AA	NA	1.2	NA	NA	NA	402	NA	NA	hyb	hybN	1	TRUE
2023	1727	Ihyb_SCH_230822b.txt	2023-08-23T11:49:00Z	Ihyb_411_230728_8222023_17.qgd	skip-rename	Ihyb_419_230728_8222023_18	underscores	Ihyb	419	230728	8222023	18	NA	NA	Ihyb	floral	419	N	2023-07-27	2023-07-27	2023-08-22	18	NA	2023	1	7	NA	102	20:05:00	20:35:00	20:50:00	00:30:00	00:15:00	1	3	JMP2	NA	NA	DH	NA	1.7	NA	NA	NA	419	NA	NA	hyb	hybN	1	TRUE
2023	1725	Ihyb_SCH_230822b.txt	2023-08-23T10:46:31Z	Ihyb_412_230728_8222023_15.qgd	skip-rename	Ihyb_408_230728_8222023_16	underscores	Ihyb	408	230728	8222023	16	NA	NA	Ihyb	floral	408	N	2023-07-27	2023-07-27	2023-08-22	16	NA	2023	1	7	NA	736	20:43:00	21:13:00	21:28:00	00:30:00	00:15:00	1	0	JMP3	NA	NA	DH	NA	0.9	NA	NA	NA	408	NA	NA	hyb	hybN	1	TRUE
2023	1723	Ihyb_SCH_230822b.txt	2023-08-23T09:43:43Z	Ihyb_414_230728_8222023_13.qgd	skip-rename	Ihyb_416_230728_8222023_14	underscores	Ihyb	416	230728	8222023	14	NA	NA	Ihyb	floral	416	N	2023-07-27	2023-07-27	2023-08-22	14	NA	2023	1	7	NA	1543	20:13:00	20:43:00	20:58:00	00:30:00	00:15:00	1	3	DRC10	NA	NA	DH	NA	0.7	NA	NA	NA	416	NA	NA	hyb	hybN	1	TRUE
2023	1721	Ihyb_SCH_230822b.txt	2023-08-23T08:41:43Z	Ihyb_415_230728_8222023_11.qgd	skip-rename	Ihyb_417_230728_8222023_12	underscores	Ihyb	417	230728	8222023	12	NA	NA	Ihyb	floral	417	N	2023-07-27	2023-07-27	2023-08-22	12	NA	2023	1	7	NA	711	20:48:00	21:35:00	21:50:00	00:47:00	00:15:00	1	2	DRC4	1st trap fell out, redo same bag	NA	DH	NA	2.7	NA	NA	NA	417	NA	NA	hyb	hybN	1	TRUE
2023	1743	Ihyb_SCH_230823a.txt	2023-08-23T19:24:22Z	Ihyb_415redo_230728_8232023_06.qgd	skip-rename	Ihyb_215redo_230728_8232023_07	underscores	Ihyb	215redo	230728	8232023	7	NA	NA	Ihyb	floral	215	D	2023-07-27	2023-07-27	2023-08-23	7	JP fixed vial 205>215	2023	1	7	NA	702	11:04:00	11:43:00	11:58:00	00:39:00	00:15:00	1	0	DRC5	vwc copied from nighttime	NA	JP	NA	2.5	NA	NA	NA	215	NA	NA	hyb	hybD	1	TRUE
2023	1724	Ihyb_SCH_230822b.txt	2023-08-23T10:15:08Z	Ihyb_416_230728_8222023_14.qgd	skip-rename	Ihyb_412_230728_8222023_15	underscores	Ihyb	412	230728	8222023	15	NA	NA	Ihyb	floral	412	N	2023-07-27	2023-07-27	2023-08-22	15	NA	2023	1	7	NA	1538	20:49:00	21:19:00	21:34:00	00:30:00	00:15:00	1	1	JMP2	NA	NA	DH	NA	0.5	NA	NA	NA	412	NA	NA	hyb	hybN	1	TRUE
2023	1722	Ihyb_SCH_230822b.txt	2023-08-23T09:12:15Z	Ihyb_417_230728_8222023_12.qgd	skip-rename	Ihyb_414_230728_8222023_13	underscores	Ihyb	414	230728	8222023	13	NA	NA	Ihyb	floral	414	N	2023-07-27	2023-07-27	2023-08-22	13	NA	2023	1	7	NA	1511	20:09:00	20:37:00	20:53:00	00:28:00	00:16:00	1	0	DRC4	old-looking flower	NA	DH	NA	2.9	NA	NA	NA	414	NA	NA	hyb	hybN	1	TRUE
2023	1729	Ihyb_SCH_230822b.txt	2023-08-23T12:51:22Z	Ihyb_418_230728_8222023_19.qgd	skip-rename	Ihyb_413_230728_8222023_20	underscores	Ihyb	413	230728	8222023	20	NA	NA	Ihyb	floral	413	N	2023-07-27	2023-07-27	2023-08-22	20	NA	2023	1	7	NA	1556	20:44:00	21:14:00	21:29:00	00:30:00	00:15:00	1	0	CWu2	NA	NA	DH	NA	1.3	NA	NA	NA	413	NA	NA	hyb	hybN	1	TRUE
2023	1728	Ihyb_SCH_230822b.txt	2023-08-23T12:20:14Z	Ihyb_419_230728_8222023_18.qgd	skip-rename	Ihyb_418_230728_8222023_19	underscores	Ihyb	418	230728	8222023	19	NA	NA	Ihyb	floral	418	N	2023-07-27	2023-07-27	2023-08-22	19	NA	2023	1	7	NA	724	20:02:00	20:52:00	21:07:00	00:50:00	00:15:00	1	0	JMP2	dead pump JMP1 > JMP2	NA	DH	NA	1.3	NA	NA	NA	418	NA	NA	hyb	hybN	1	TRUE
2023	1712	Ihyb_SCH_230822b.txt	2023-08-23T04:27:34Z	Ihyb_422_230728_8222023_03.qgd	NA	Ihyb_422_230728_8222023_03	underscores	Ihyb	422	230728	8222023	3	NA	NA	Ihyb	floral	422	N	2023-07-27	2023-07-27	2023-08-22	3	NA	2023	1	7	NA	1562	20:30:00	21:11:00	21:26:00	00:41:00	00:15:00	1	2	CWu1	NA	NA	AA	NA	1.4	NA	NA	NA	422	NA	NA	hyb	hybN	1	TRUE
2023	1717	Ihyb_SCH_230822b.txt	2023-08-23T07:06:03Z	Ihyb_425_230728_8222023_08.qgd	NA	Ihyb_425_230728_8222023_08	underscores	Ihyb	425	230728	8222023	8	NA	NA	Ihyb	floral	425	N	2023-07-27	2023-07-27	2023-08-22	8	NA	2023	1	7	NA	799	20:27:00	21:08:00	21:23:00	00:41:00	00:15:00	1	0	DRC7	NA	NA	AA	NA	0.6	NA	NA	NA	425	NA	NA	hyb	hybN	1	TRUE
2023	1718	Ihyb_SCH_230822b.txt	2023-08-23T07:38:13Z	Ihyb_427_230728_8222023_09.qgd	NA	Ihyb_427_230728_8222023_09	underscores	Ihyb	427	230728	8222023	9	NA	NA	Ihyb	floral	427	N	2023-07-27	2023-07-27	2023-08-22	9	NA	2023	1	7	NA	1506	20:25:00	21:05:00	21:20:00	00:40:00	00:15:00	1	0	DRC8	too rocky; late pump	NA	AA	NA	NA	NA	NA	NA	427	NA	NA	hyb	hybN	1	TRUE
2021	1484	Ihyb_210823b.txt	2021-08-24T05:01:01Z	Ihyb_5_210712_8232021_02.qgd	NA	Ihyb_5_210712_8232021_02	underscores	Ihyb	5	210712	8232021	2	NA	NA	Ihyb	floral	5	N	210712	2021-07-12	2021-08-23	2	add N	2021	1	5	NA	510	21:43:00	22:13:00	22:28:00	00:30:00	00:15:00	1	0	CWu1	left; second flower	NA	JP	NA	4.7	NA	NA	NA	5	NA	NA	hyb	hybN	1	TRUE
2021	1008	Ihyb_Corydalis_210728.txt	2021-07-29T03:13:22Z	Ihyb_5_210721_7282021_05.qgd	NA	Ihyb_5_210721_7282021_05	underscores	Ihyb	5	210721	7282021	5	NA	NA	Ihyb	floral	5	D	210721	2021-07-21	2021-07-28	5	add D	2021	1	5	NA	528	09:50:00	10:21:00	10:39:00	00:31:00	00:18:00	1	0	CWu2	NA	NA	JP	NA	6.3	NA	NA	NA	I5	NA	NA	hyb	hybD	1	TRUE
2022	5370	PG_Ihyb_220801_1.txt	2022-08-01T08:55:17Z	Ihyb_502A_N_220727_812022_05.qgd	NA	Ihyb_502A_N_220727_812022_05	underscores	Ihyb	502A	N	220727	812022	5	NA	Ihyb	floral	NA	N	220727	2022-07-27	2022-08-01	5	NA	2022	1	6	NA	502	20:25:00	20:57:00	21:12:00	00:32:00	00:15:00	1	0	JMP2	NA	NA	AA	NA	2.4	NA	NA	NA	NA	A	ambient	hyb	hybN	1	TRUE
2022	5458	PG_Ihyb_220802b_1.txt	2022-08-03T10:31:53Z	Ihyb_503A_N_220711_822022_19.qgd	skip-rename	Ihyb_799A_N_220711_822022_20	underscores	Ihyb	799A	N	220711	822022	20	NA	Ihyb	floral	NA	N	220711	2022-07-11	2022-08-02	20	NA	2022	1	6	NA	799	21:03:00	21:31:00	21:47:00	00:28:00	00:16:00	1	0	DRC5	Too rocky	NA	JP	NA	NA	NA	NA	NA	NA	A	nitrogen	hyb	hybN	1	TRUE
2022	5366	PG_Ihyb_220801_1.txt	2022-08-01T06:53:07Z	Ihyb_503A_N_220727_812022_01.qgd	NA	Ihyb_503A_N_220727_812022_01	underscores	Ihyb	503A	N	220727	812022	1	NA	Ihyb	floral	NA	N	220727	2022-07-27	2022-08-01	1	NA	2022	1	6	NA	503	20:05:00	20:35:00	20:50:00	00:30:00	00:15:00	1	0	JMP1	NA	NA	AA	NA	4	NA	NA	NA	NA	A	ambient	hyb	hybN	1	TRUE
2022	5457	PG_Ihyb_220802b_1.txt	2022-08-03T10:01:11Z	Ihyb_506A_N_220711_822022_18.qgd	skip-rename	Ihyb_503A_N_220711_822022_19	underscores	Ihyb	503A	N	220711	822022	19	NA	Ihyb	floral	NA	N	220711	2022-07-11	2022-08-02	19	NA	2022	1	6	NA	503	20:30:00	21:00:00	21:15:00	00:30:00	00:15:00	1	1	DRC4	Too rocky	NA	JP	NA	NA	NA	NA	NA	NA	A	ambient	hyb	hybN	1	TRUE
2022	5367	PG_Ihyb_220801_1.txt	2022-08-01T07:23:35Z	Ihyb_506A_N_220727_812022_02.qgd	NA	Ihyb_506A_N_220727_812022_02	underscores	Ihyb	506A	N	220727	812022	2	NA	Ihyb	floral	NA	N	220727	2022-07-27	2022-08-01	2	NA	2022	1	6	NA	506	20:07:00	20:38:00	20:53:00	00:31:00	00:15:00	1	0	JMP2	too rocky	NA	AA	NA	NA	NA	NA	NA	NA	A	ambient	hyb	hybN	1	TRUE
2022	5406	PG_Ihyb_220801c_1.txt	2022-08-02T04:58:14Z	Ihyb_509B_N_220727_812022_08.qgd	NA	Ihyb_509B_N_220727_812022_08	underscores	Ihyb	509B	N	220727	812022	8	NA	Ihyb	floral	NA	N	220727	2022-07-27	2022-08-01	8	NA	2022	1	6	NA	509	21:16:00	21:46:00	22:01:00	00:30:00	00:15:00	1	0	CWu2	NA	NA	DH	NA	3.2	NA	NA	NA	NA	B	ambient	hyb	hybN	1	TRUE
2022	5405	PG_Ihyb_220801c_1.txt	2022-08-02T04:27:23Z	Ihyb_509C_N_220727_812022_07.qgd	NA	Ihyb_509C_N_220727_812022_07	underscores	Ihyb	509C	N	220727	812022	7	NA	Ihyb	floral	NA	N	220727	2022-07-27	2022-08-01	7	NA	2022	1	6	NA	509	21:50:00	22:21:00	22:36:00	00:31:00	00:15:00	1	0	CWu2	NA	NA	DH	NA	3.2	NA	NA	NA	NA	C	ambient	hyb	hybN	1	TRUE
2022	5409	PG_Ihyb_220801c_1.txt	2022-08-02T06:31:35Z	Ihyb_512B_N_220727_812022_11.qgd	NA	Ihyb_512B_N_220727_812022_11	underscores	Ihyb	512B	N	220727	812022	11	NA	Ihyb	floral	NA	N	220727	2022-07-27	2022-08-01	11	NA	2022	1	6	NA	512	21:32:00	22:02:00	22:17:00	00:30:00	00:15:00	1	0	DRC4	NA	NA	DH	NA	3.7	NA	NA	NA	NA	B	ambient	hyb	hybN	1	TRUE
2022	5369	PG_Ihyb_220801_1.txt	2022-08-01T08:24:40Z	Ihyb_525A_N_220727_812022_04.qgd	NA	Ihyb_525A_N_220727_812022_04	underscores	Ihyb	525A	N	220727	812022	4	NA	Ihyb	floral	NA	N	220727	2022-07-27	2022-08-01	4	NA	2022	1	6	NA	525	20:23:00	20:54:00	21:09:00	00:31:00	00:15:00	1	0	JMP1	NA	NA	AA	NA	3.8	NA	NA	NA	NA	A	ambient	hyb	hybN	1	TRUE
2022	5453	PG_Ihyb_220802b_1.txt	2022-08-03T07:57:34Z	Ihyb_530_D_220712_822022_14.qgd	skip-rename	Ihyb_715A_N_220711_822022_15	underscores	Ihyb	715A	N	220711	822022	15	NA	Ihyb	floral	NA	N	220711	2022-07-11	2022-08-02	15	NA	2022	1	6	NA	715	20:32:00	21:03:00	21:18:00	00:31:00	00:15:00	1	0	DRC7	NA	NA	AA	NA	3.4	NA	NA	NA	NA	A	nitrogen	hyb	hybN	1	TRUE
2022	5465	PG_Ihyb_220802b_1.txt	2022-08-03T14:06:21Z	Ihyb_530A_N_220711_822022_26.qgd	skip-rename	Ihyb_712_N_220711_822022_27	underscores	Ihyb	712	N	220711	822022	27	NA	Ihyb	floral	NA	N	220711	2022-07-11	2022-08-02	27	NA	2022	1	6	NA	712	20:40:00	21:10:00	21:25:00	00:30:00	00:15:00	1	2	DRC3	NA	NA	JK	NA	4.6	NA	NA	NA	NA	NA	water control	hyb	hybN	1	TRUE
2022	5201	PG_Ihyb_220729.txt	2022-07-29T16:31:43Z	Ihyb_530A_N_220727_7292022_02.qgd	NA	Ihyb_530A_N_220727_7292022_02	underscores	Ihyb	530A	N	220727	7292022	2	NA	Ihyb	floral	NA	N	220727	2022-07-27	2022-07-29	2	CHECK dupe sample	2022	1	6	NA	530	20:04:00	20:40:00	20:56:00	00:36:00	00:16:00	1	2	DRC9	too rocky	NA	JP	NA	NA	NA	NA	NA	NA	A	ambient	hyb	hybN	1	TRUE
2022	5209	PG_Ihyb_220729.txt	2022-07-29T20:39:10Z	Ihyb_530B_N_220727_7292022_10.qgd	NA	Ihyb_530B_N_220727_7292022_10	underscores	Ihyb	530B	N	220727	7292022	10	NA	Ihyb	floral	NA	N	220727	2022-07-27	2022-07-29	10	CHECK dupe sample	2022	1	6	NA	530	21:00:00	21:37:00	21:52:00	00:37:00	00:15:00	1	1	DRC5	too rocky	NA	JP	NA	NA	NA	NA	NA	NA	B	ambient	hyb	hybN	1	TRUE
2021	1501	Ihyb_210823b.txt	2021-08-24T13:12:18Z	Ihyb_6_210712_8232021_18.qgd	skip-rename	Ihyb_8_210712_8232021_19	underscores	Ihyb	8	210712	8232021	19	NA	NA	Ihyb	floral	8	N	210712	2021-07-12	2021-08-23	19	add N	2021	1	5	NA	518	20:51:00	21:21:00	21:36:00	00:30:00	00:15:00	1	0	DRC1	left	NA	JP	NA	3.5	NA	NA	NA	8	NA	NA	hyb	hybN	1	TRUE
2021	1010	Ihyb_Corydalis_210728.txt	2021-07-29T04:16:24Z	Ihyb_6_210721_7282021_07.qgd	NA	Ihyb_6_210721_7282021_07	underscores	Ihyb	6	210721	7282021	7	NA	NA	Ihyb	floral	6	D	210721	2021-07-21	2021-07-28	7	add D	2021	1	5	NA	532	09:55:00	10:25:00	10:40:00	00:30:00	00:15:00	1	0	JMP2	NA	NA	JP	NA	13.1	NA	NA	NA	I6	NA	NA	hyb	hybD	1	TRUE
2021	1499	Ihyb_210823b.txt	2021-08-24T12:11:07Z	Ihyb_7_210712_8232021_16.qgd	skip-rename	Ihyb_25_210712_8232021_17	underscores	Ihyb	25	210712	8232021	17	NA	NA	Ihyb	floral	25	N	210712	2021-07-12	2021-08-23	17	add N	2021	1	5	NA	105	21:39:00	22:11:00	22:26:00	00:32:00	00:15:00	1	0	DRC10	JP: added 1 hr to bag time	NA	DH	NA	2.5	NA	NA	NA	25	NA	NA	hyb	hybN	1	TRUE
2022	5439	PG_Ihyb_220802b_1.txt	2022-08-03T01:12:08Z	Ihyb_701A_N_220711_822022_01.qgd	NA	Ihyb_701A_N_220711_822022_01	underscores	Ihyb	701A	N	220711	822022	1	NA	Ihyb	floral	NA	N	220711	2022-07-11	2022-08-02	1	NA	2022	1	6	NA	701	22:09:00	22:41:00	22:56:00	00:32:00	00:15:00	1	0	DRC9	NA	NA	DH	NA	8.5	NA	NA	NA	NA	A	nitrogen	hyb	hybN	1	TRUE
2022	5206	PG_Ihyb_220729.txt	2022-07-29T19:05:13Z	Ihyb_701A_N_220727_7292022_07.qgd	NA	Ihyb_701A_N_220727_7292022_07	underscores	Ihyb	701A	N	220727	7292022	7	NA	Ihyb	floral	NA	N	220727	2022-07-27	2022-07-29	7	CHECK dupe sample	2022	1	6	NA	701	20:53:00	21:26:00	21:42:00	00:33:00	00:16:00	1	0	DRC8	NA	NA	JP	NA	3.5	NA	NA	NA	NA	A	nitrogen	hyb	hybN	1	TRUE
2022	5207	PG_Ihyb_220729.txt	2022-07-29T19:36:29Z	Ihyb_701B_N_220727_7292022_08.qgd	NA	Ihyb_701B_N_220727_7292022_08	underscores	Ihyb	701B	N	220727	7292022	8	NA	Ihyb	floral	NA	N	220727	2022-07-27	2022-07-29	8	CHECK dupe sample	2022	1	6	NA	701	20:55:00	21:27:00	21:42:00	00:32:00	00:15:00	1	0	DRC3	NA	NA	JP	NA	3.5	NA	NA	NA	NA	B	nitrogen	hyb	hybN	1	TRUE
2022	5371	PG_Ihyb_220801_1.txt	2022-08-01T09:25:57Z	Ihyb_703A_N_220727_812022_06.qgd	NA	Ihyb_703A_N_220727_812022_06	underscores	Ihyb	703A	N	220727	812022	6	NA	Ihyb	floral	NA	N	220727	2022-07-27	2022-08-01	6	NA	2022	1	6	NA	703	20:28:00	21:00:00	21:15:00	00:32:00	00:15:00	1	0	JMP3	NA	NA	AA	NA	2.4	NA	NA	NA	NA	A	water control	hyb	hybN	1	TRUE
2022	5444	PG_Ihyb_220802b_1.txt	2022-08-03T03:49:00Z	Ihyb_706_D_220712_822022_06.qgd	NA	Ihyb_706_D_220712_822022_06	underscores	Ihyb	706	D	220712	822022	6	NA	Ihyb	floral	NA	D	220712	2022-07-12	2022-08-02	6	NA	2022	1	6	NA	706	09:21:00	09:51:00	10:06:00	00:30:00	00:15:00	1	0	DRC10	NA	NA	JP	NA	5.2	NA	NA	NA	NA	NA	nitrogen	hyb	hybD	1	TRUE
2022	5387	PG_Ihyb_220801b_1.txt	2022-08-01T18:11:05Z	Ihyb_706_D_220728_812022_06.qgd	NA	Ihyb_706_D_220728_812022_06	underscores	Ihyb	706	D	220728	812022	6	NA	Ihyb	floral	NA	D	220728	2022-07-28	2022-08-01	6	NA	2022	1	6	NA	706	10:19:00	10:58:00	11:14:00	00:39:00	00:16:00	1	0	JMP2	rain	NA	JP	NA	4.3	NA	NA	NA	NA	NA	nitrogen	hyb	hybD	1	TRUE
2022	5463	PG_Ihyb_220802b_1.txt	2022-08-03T13:05:30Z	Ihyb_706A_N_220711_822022_24.qgd	skip-rename	Ihyb_732A_N_220711_822022_25	underscores	Ihyb	732A	N	220711	822022	25	NA	Ihyb	floral	NA	N	220711	2022-07-11	2022-08-02	25	NA	2022	1	6	NA	732	22:05:00	22:43:00	22:58:00	00:38:00	00:15:00	1	0	DRC5	Too rocky	NA	JP	NA	NA	NA	NA	NA	NA	A	water control	hyb	hybN	1	TRUE
2022	5205	PG_Ihyb_220729.txt	2022-07-29T18:34:12Z	Ihyb_706A_N_220727_7292022_06.qgd	NA	Ihyb_706A_N_220727_7292022_06	underscores	Ihyb	706A	N	220727	7292022	6	NA	Ihyb	floral	NA	N	220727	2022-07-27	2022-07-29	6	CHECK dupe sample	2022	1	6	NA	706	20:34:00	21:12:00	21:27:00	00:38:00	00:15:00	1	0	DRC5	NA	NA	JP	NA	5.5	NA	NA	NA	NA	A	nitrogen	hyb	hybN	1	TRUE
2022	5414	PG_Ihyb_220801c_1.txt	2022-08-02T09:04:30Z	Ihyb_706B_N_220727_812022_16.qgd	NA	Ihyb_706B_N_220727_812022_16	underscores	Ihyb	706B	N	220727	812022	16	NA	Ihyb	floral	NA	N	220727	2022-07-27	2022-08-01	16	NA	2022	1	6	NA	706	22:07:00	22:38:00	22:53:00	00:31:00	00:15:00	1	0	DRC5	NA	NA	JP	NA	5.5	NA	NA	NA	NA	B	nitrogen	hyb	hybN	1	TRUE
2022	5443	PG_Ihyb_220802b_1.txt	2022-08-03T03:17:36Z	Ihyb_707_D_220712_822022_05.qgd	NA	Ihyb_707_D_220712_822022_05	underscores	Ihyb	707	D	220712	822022	5	NA	Ihyb	floral	NA	D	220712	2022-07-12	2022-08-02	5	NA	2022	1	6	NA	707	09:44:00	10:16:00	10:31:00	00:32:00	00:15:00	1	0	DRC9	NA	NA	JP	NA	7.2	NA	NA	NA	NA	NA	water control	hyb	hybD	1	TRUE
2022	5417	PG_Ihyb_220801c_1.txt	2022-08-02T10:35:56Z	Ihyb_707_D_220728_812022_19.qgd	NA	Ihyb_707_D_220728_812022_19	underscores	Ihyb	707	D	220728	812022	19	NA	Ihyb	floral	NA	D	220728	2022-07-28	2022-08-01	19	NA	2022	1	6	NA	707	10:08:00	10:38:00	10:53:00	00:30:00	00:15:00	1	0	DRC8	NA	NA	DH	NA	5.5	NA	NA	NA	NA	NA	water control	hyb	hybD	1	TRUE
2022	5512	PG_Ihyb_220804_2.txt	2022-08-05T00:26:13Z	Ihyb_707A_N_220711_842022_02.qgd	NA	Ihyb_707A_N_220711_842022_02	underscores	Ihyb	707A	N	220711	842022	2	NA	Ihyb	floral	NA	N	220711	2022-07-11	2022-08-04	2	NA	2022	1	6	NA	707	21:48:00	22:19:00	22:34:00	00:31:00	00:15:00	1	0	DRC9	NA	NA	DH	NA	3.9	NA	NA	NA	NA	A	water control	hyb	hybN	1	TRUE
2022	5431	PG_Ihyb_220802_1.txt	2022-08-02T20:17:49Z	Ihyb_707B_N_220727_822022_13.qgd	NA	Ihyb_707B_N_220727_822022_13	underscores	Ihyb	707B	N	220727	822022	13	NA	Ihyb	floral	NA	N	220727	2022-07-27	2022-08-02	13	NA	2022	1	6	NA	707	21:30:00	22:00:00	22:15:00	00:30:00	00:15:00	1	0	CWu1	NA	NA	DH	NA	5.8	NA	NA	NA	NA	B	water control	hyb	hybN	1	TRUE
2022	5372	PG_Ihyb_220801_1.txt	2022-08-01T09:56:27Z	Ihyb_709A_N_220727_812022_07.qgd	NA	Ihyb_709A_N_220727_812022_07	underscores	Ihyb	709A	N	220727	812022	7	NA	Ihyb	floral	NA	N	220727	2022-07-27	2022-08-01	7	NA	2022	1	6	NA	709	20:45:00	21:15:00	21:30:00	00:30:00	00:15:00	1	0	JMP1	NA	NA	AA	NA	5.5	NA	NA	NA	NA	A	water control	hyb	hybN	1	TRUE
2022	5380	PG_Ihyb_220801_1.txt	2022-08-01T13:30:54Z	Ihyb_709B_N_220727_812022_14.qgd	skip-rename	Ihyb_703B_N_220727_812022_15	underscores	Ihyb	703B	N	220727	812022	15	NA	Ihyb	floral	NA	N	220727	2022-07-27	2022-08-01	15	NA	2022	1	6	NA	703	21:43:00	22:24:00	22:39:00	00:41:00	00:15:00	1	0	JMP2	NA	NA	AA	NA	2.4	NA	NA	NA	NA	B	water control	hyb	hybN	1	TRUE
2022	5466	PG_Ihyb_220802b_1.txt	2022-08-03T14:36:46Z	Ihyb_712_N_220711_822022_27.qgd	skip-rename	Ihyb_718A_N_220711_822022_28	underscores	Ihyb	718A	N	220711	822022	28	NA	Ihyb	floral	NA	N	220711	2022-07-11	2022-08-02	28	NA	2022	1	6	NA	718	20:29:00	20:59:00	21:14:00	00:30:00	00:15:00	1	3	DRC8	NA	NA	DH	NA	8.6	NA	NA	NA	NA	A	nitrogen	hyb	hybN	1	TRUE
2022	5396	PG_Ihyb_220801b_1.txt	2022-08-01T22:39:46Z	Ihyb_712_N_220727_812022_14.qgd	NA	Ihyb_712_N_220727_812022_14	underscores	Ihyb	712	N	220727	812022	14	NA	Ihyb	floral	NA	N	220727	2022-07-27	2022-08-01	14	inferred must be 712A	2022	1	6	NA	712	20:58:00	21:28:00	21:43:00	00:30:00	00:15:00	1	0	DRC7	NA	NA	JK	NA	3.5	NA	NA	NA	NA	A	water control	hyb	hybN	1	TRUE
2022	5402	PG_Ihyb_220801c_1.txt	2022-08-02T02:54:53Z	Ihyb_712A_D_220728_812022_04.qgd	NA	Ihyb_712A_D_220728_812022_04	underscores	Ihyb	712A	D	220728	812022	4	NA	Ihyb	floral	NA	D	220728	2022-07-28	2022-08-01	4	dropped A	2022	1	6	NA	712	10:20:00	10:50:00	11:05:00	00:30:00	00:15:00	1	0	DRC3	too rocky;rain	NA	AA	NA	NA	NA	NA	NA	NA	NA	water control	hyb	hybD	1	TRUE
2022	5468	PG_Ihyb_220802b_1.txt	2022-08-03T15:37:43Z	Ihyb_712B_N_220711_822022_29.qgd	skip-rename	Ihyb_719A_N_220711_822022_29	underscores	Ihyb	719A	N	220711	822022	29	NA	Ihyb	floral	NA	N	220711	2022-07-11	2022-08-02	29	NA	2022	1	6	NA	719	22:22:00	22:52:00	23:07:00	00:30:00	00:15:00	1	0	DRC7	NA	NA	AA	NA	5.4	NA	NA	NA	NA	A	nitrogen	hyb	hybN	1	TRUE
2022	5400	PG_Ihyb_220801c_1.txt	2022-08-02T01:52:55Z	Ihyb_712BBrokenTrap_N_220727_812022_02.qgd	NA	Ihyb_712BBrokenTrap_N_220727_812022_02	underscores	Ihyb	712BBrokenTrap	N	220727	812022	2	NA	Ihyb	floral	NA	N	220727	2022-07-27	2022-08-01	2	BrokenTrap	2022	1	6	NA	712	21:47:00	22:17:00	22:32:00	00:30:00	00:15:00	1	0	DRC7	NA	NA	JK	NA	3.5	NA	NA	NA	NA	B	water control	hyb	hybN	1	TRUE
2022	5441	PG_Ihyb_220802b_1.txt	2022-08-03T02:14:21Z	Ihyb_713_D_220712_822022_03.qgd	NA	Ihyb_713_D_220712_822022_03	underscores	Ihyb	713	D	220712	822022	3	NA	Ihyb	floral	NA	D	220712	2022-07-12	2022-08-02	3	NA	2022	1	6	NA	713	09:00:00	09:30:00	09:45:00	00:30:00	00:15:00	1	5	DRC3	too rocky; JP changed date 7/11>7/12	NA	JK	NA	NA	NA	NA	NA	NA	NA	water control	hyb	hybD	1	TRUE
2022	5403	PG_Ihyb_220801c_1.txt	2022-08-02T03:25:35Z	Ihyb_713_D_220728_812022_05.qgd	NA	Ihyb_713_D_220728_812022_05	underscores	Ihyb	713	D	220728	812022	5	NA	Ihyb	floral	NA	D	220728	2022-07-28	2022-08-01	5	NA	2022	1	6	NA	713	10:34:00	11:04:00	11:19:00	00:30:00	00:15:00	1	0	DRC5	too rocky;rain	NA	AA	NA	NA	NA	NA	NA	NA	NA	water control	hyb	hybD	1	TRUE
